title,author,link,home,rss,date,timestamp,test,tags
「三次量子化」：宏观量子能级及其相干叠加态 —— 解读今年的 Nobel Prize,菲兹克斯喵,https://physnya.top/blog/hc56slxe,https://physnya.top,https://physnya.top/atom.xml,2025-11-18,1763472544,,
Lesson 18 辐射,菲兹克斯喵,https://physnya.top/electrodynamics/lesson-18-radiation,https://physnya.top,https://physnya.top/atom.xml,2025-11-18,1763451674,,
Lesson 16 自旋 (二),菲兹克斯喵,https://physnya.top/quantum-mechanics/lesson-16-spin-2,https://physnya.top,https://physnya.top/atom.xml,2025-11-18,1763451674,,
Lesson 8 Legendre 多项式,菲兹克斯喵,https://physnya.top/equation-m-p/lesson-8-Legendre-polynomial,https://physnya.top,https://physnya.top/atom.xml,2025-11-14,1763093993,,
Lesson 9 Density Estimation,菲兹克斯喵,https://physnya.top/astro-statistic/lesson-9-Density-Estimation,https://physnya.top,https://physnya.top/atom.xml,2025-11-13,1763043910,,
Lesson 17 波导,菲兹克斯喵,https://physnya.top/electrodynamics/lesson-17-wave-guide,https://physnya.top,https://physnya.top/atom.xml,2025-11-13,1763043910,,
Lesson 15 自旋,菲兹克斯喵,https://physnya.top/quantum-mechanics/lesson-15-spin,https://physnya.top,https://physnya.top/atom.xml,2025-11-13,1763043910,,
Lesson 8 超快物理 & 精密测量,菲兹克斯喵,https://physnya.top/physics-front/lesson-8,https://physnya.top,https://physnya.top/atom.xml,2025-11-12,1762918552,,
The Shape of Cosmic Explosions,菲兹克斯喵,https://physnya.top/astro-front/lesson-8-shape-of-cosmic-explosions,https://physnya.top,https://physnya.top/atom.xml,2025-11-11,1762846549,,
Lesson 8 Diffusion,菲兹克斯喵,https://physnya.top/biophysics/lesson-8-diffusion,https://physnya.top,https://physnya.top/atom.xml,2025-11-11,1762865970,,
Lesson 16 电磁波的反射与折射,菲兹克斯喵,https://physnya.top/electrodynamics/lesson-16,https://physnya.top,https://physnya.top/atom.xml,2025-11-11,1762831937,,
Lesson 14 氢原子,菲兹克斯喵,https://physnya.top/quantum-mechanics/lesson-14-hydrogen,https://physnya.top,https://physnya.top/atom.xml,2025-11-11,1762831937,,
Lesson 7 Bessel 方程 & 球函数,菲兹克斯喵,https://physnya.top/equation-m-p/lesson-7,https://physnya.top,https://physnya.top/atom.xml,2025-11-07,1762501407,,
Lesson 8 Nonparametric Statistics,菲兹克斯喵,https://physnya.top/astro-statistic/lesson-8-Nonparametric-Statistics,https://physnya.top,https://physnya.top/atom.xml,2025-11-06,1762445658,,
Lesson 15 电磁波,菲兹克斯喵,https://physnya.top/electrodynamics/lesson-15-wave,https://physnya.top,https://physnya.top/atom.xml,2025-11-06,1762445658,,
Lesson 7 暗物质探测 & 原子核钟,菲兹克斯喵,https://physnya.top/physics-front/lesson-7-dark-matter-nuclear-clock,https://physnya.top,https://physnya.top/atom.xml,2025-11-05,1762344928,,
Lesson 13 球坐标的 Schrödinger 解,菲兹克斯喵,https://physnya.top/quantum-mechanics/lesson-13,https://physnya.top,https://physnya.top/atom.xml,2025-11-05,1762344928,,
Multiplexed Survey Telescope in the Era of 30-m ELT,菲兹克斯喵,https://physnya.top/astro-front/lesson-7-Multiplexed-Survey-Telescope,https://physnya.top,https://physnya.top/atom.xml,2025-11-04,1762249256,,
Lesson 7 高分子链 (三),菲兹克斯喵,https://physnya.top/biophysics/lesson-7-polymer,https://physnya.top,https://physnya.top/atom.xml,2025-11-04,1762261093,,
